Apple,Disney+,Genres,HBO,Hulu,IMDb,Netflix,Prime Video,Rotten Tomatoes,Title,Year,_id
false,false,"Documentary,Sport",false,false,8.1,true,false,67,Rising Phoenix,2020,616528458a2fde8299a2ad4a
false,false,"Action,Adventure,Sci-Fi,Thriller",false,false,6.9,true,false,67,"The Wolf's Call",2019,616528458a2fde8299a2ad4b
false,false,"Comedy,Family,Musical",false,false,7.5,true,false,67,John Mulaney & The Sack Lunch Bunch,2019,616528458a2fde8299a2ad4d
false,false,"Adventure,Drama,Thriller",false,false,6.4,true,false,67,The Occupant,2020,616528458a2fde8299a2ad50
false,false,Drama,false,false,6.9,true,false,67,The Body Remembers When the World Broke Open,2019,616528458a2fde8299a2ad51
false,false,"Drama,Romance,Thriller",false,false,6.6,true,false,66,Ophelia,2019,616528458a2fde8299a2ad64
false,false,Documentary,false,false,7.1,true,false,66,Tread,2020,616528458a2fde8299a2ad71
false,false,Comedy,false,false,6.5,true,false,66,Kevin Hart: Irresponsible,2019,616528458a2fde8299a2ad73
false,false,"Horror,Mystery,Sci-Fi,Thriller",false,false,5.4,true,false,66,In the Tall Grass,2019,616528458a2fde8299a2ad74
false,false,"Action,Comedy,Crime,Mystery,Romance,Thriller",false,false,6.1,true,false,66,The Lovebirds,2020,616528458a2fde8299a2ad7a
false,false,"Biography,Drama,History,Romance",false,false,6.1,true,false,66,Sergio,2020,616528458a2fde8299a2ad7c
false,false,"Adventure,Comedy,Drama",false,false,7,true,false,66,Then Came You,2019,616528458a2fde8299a2ad7f
false,false,"Comedy,Reality-TV",false,false,5.9,true,false,66,Jenny Slate: Stage Fright,2019,616528458a2fde8299a2ad81
false,false,Drama,false,false,6.4,true,false,66,Lingua Franca,2020,616528458a2fde8299a2ad8b
false,false,"Drama,Sport",false,false,6.2,true,false,66,High Flying Bird,2019,616528458a2fde8299a2ad8e
false,false,"Drama,Horror,Sci-Fi,Thriller",false,false,5.3,true,false,65,The Silence,2019,616528458a2fde8299a2ad92
false,false,"Short,Comedy,Music,Sport",false,false,6.9,true,false,65,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,616528458a2fde8299a2ad9d
false,false,"Action,Drama,Thriller",false,false,5.7,true,false,65,Close,2019,616528458a2fde8299a2ada2
false,false,"Comedy,Drama,Musical",false,false,5.9,true,false,65,The Prom,2020,616528458a2fde8299a2ada5
false,false,"Comedy,Crime,Drama,Music",false,false,6.4,true,true,65,Beats,2019,616528458a2fde8299a2adad
false,false,"Drama,Mystery,Thriller",false,false,6.1,true,false,65,Lost Girls,2020,616528458a2fde8299a2adae
false,false,"Action,Adventure,Crime,Drama,Sci-Fi,Thriller",false,false,5.2,true,false,65,See You Yesterday,2019,616528458a2fde8299a2adb5
false,false,"Short,Drama,Sci-Fi",false,false,6.9,true,false,65,Two Distant Strangers,2020,616528458a2fde8299a2adb9
false,false,"Comedy,Drama",false,false,6.1,true,false,65,"Yes, God, Yes",2019,616528458a2fde8299a2adbd
false,false,"Action,Biography,Drama,War",false,false,5.3,true,false,65,Gunjan Saxena: The Kargil Girl,2020,616528458a2fde8299a2adc1
false,false,Documentary,false,false,7.7,true,false,65,Last Breath,2019,616528458a2fde8299a2adc5
false,false,Comedy,false,false,6.1,true,false,65,Otherhood,2019,616528458a2fde8299a2adcc
false,false,"Comedy,Family,Fantasy",false,false,5.4,true,false,64,"A Babysitter's Guide to Monster Hunting",2020,616528458a2fde8299a2add1
false,false,Documentary,false,false,7.8,true,false,64,Fantastic Fungi,2019,616528458a2fde8299a2add2
false,false,Documentary,false,false,6.8,true,false,64,David Foster: Off the Record,2019,616528458a2fde8299a2add9
false,false,"Adventure,Comedy,Family,Fantasy",false,false,6,true,false,64,The Christmas Chronicles: Part Two,2020,616528458a2fde8299a2addc
false,false,Drama,false,false,6.8,true,false,64,The Boys in the Band,2020,616528458a2fde8299a2adea
false,false,"Crime,Drama",false,false,7.6,true,false,64,A Sun,2019,616528458a2fde8299a2adee
false,false,"Comedy,Drama",false,false,7.2,true,false,64,The Forty-Year-Old Version,2020,616528458a2fde8299a2adf2
false,false,"Drama,Horror,Mystery,Thriller",false,false,5.7,true,false,64,Eli,2019,616528458a2fde8299a2adf3
false,false,Drama,false,false,5.8,true,false,64,American Son,2019,616528458a2fde8299a2adf8
false,false,"Crime,Horror,Mystery,Sci-Fi,Thriller",false,false,7.1,true,false,64,The Call,2020,616528458a2fde8299a2adf9
false,false,"Documentary,Drama",false,false,7.5,true,false,64,Dick Johnson Is Dead,2020,616528458a2fde8299a2adfb
