Disney+,Genres,Hulu,IMDb,Netflix,Prime Video,Rotten Tomatoes,Runtime,Title,Year,_id
true,"Animation,Adventure,Comedy,Family,Fantasy,Musical",false,7.1,false,false,68,117,Bedknobs and Broomsticks,1971,6163fd7762fe85987e169dbc
true,"Biography,Drama,Sport",false,7.4,false,false,68,124,Queen of Katwe,2016,6163fd7762fe85987e169dbd
true,"Comedy,Family,Sport",false,6.1,false,false,68,110,The Game Plan,2007,6163fd7762fe85987e169dbe
true,"Biography,Drama,Sport",false,7.2,false,false,68,118,Glory Road,2006,6163fd7762fe85987e169dbf
true,"Comedy,Drama,Family,Sport",false,6.1,false,false,68,106,D2: The Mighty Ducks,1994,6163fd7762fe85987e169dc0
true,"Comedy,Family,Sci-Fi",false,6.1,false,false,68,104,The Cat from Outer Space,1978,6163fd7762fe85987e169dc1
true,"Animation,Talk-Show",false,7.5,false,false,68,6,Toy Story of Terror!,2013,6163fd7762fe85987e169dc2
true,"Animation,Adventure,Comedy,Family,Fantasy",false,6.9,false,false,68,74,DuckTales: The Movie - Treasure of the Lost Lamp,1990,6163fd7762fe85987e169dc3
true,"Comedy,Drama,Family,Fantasy",false,6.2,false,false,67,81,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6163fd7762fe85987e169dc4
true,"Comedy,Drama,Family,Fantasy",false,6.6,false,false,67,105,The Odd Life of Timothy Green,2012,6163fd7762fe85987e169dc5
true,"Animation,Short,Adventure,Comedy,Family",false,7.6,false,false,67,5,Jack-Jack Attack,2005,6163fd7762fe85987e169dc6
true,"Action,Adventure,Fantasy,History,Romance,Thriller",false,6.4,false,false,67,110,The Three Musketeers,1993,6163fd7762fe85987e169dc7
true,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",false,6.4,false,false,67,81,Aladdin and the King of Thieves,1996,6163fd7762fe85987e169dc8
true,"Action,Adventure,Drama,Family,Musical,Thriller",false,6.6,false,false,67,106,Descendants 3,2019,6163fd7762fe85987e169dc9
true,"Animation,Family,Fantasy",false,7.1,false,false,67,75,Secret of the Wings,2012,6163fd7762fe85987e169dca
true,"Action,Comedy,Drama,Family",false,5.6,false,false,67,95,The Pacifier,2005,6163fd7762fe85987e169dcb
true,"Adventure,Comedy,Drama,Family,Fantasy",false,6.6,false,false,67,95,The One and Only Ivan,2020,6163fd7762fe85987e169dcc
true,"Animation,Short,Adventure,Comedy,Family,Fantasy",false,7.2,false,false,67,22,Toy Story That Time Forgot,2014,6163fd7762fe85987e169dcd
true,"Action,Adventure,Comedy,Family,Musical,Romance",false,7,false,false,67,99,Muppet Treasure Island,1996,6163fd7762fe85987e169dce
true,"Animation,Adventure,Comedy,Family,Fantasy,Romance",false,5.9,false,false,67,84,Gnomeo & Juliet,2011,6163fd7762fe85987e169dcf
true,"Animation,Adventure,Family,Fantasy",false,6.8,false,false,67,78,Tinker Bell,2008,6163fd7762fe85987e169dd0
true,"Adventure,Family,Fantasy,Horror,Mystery",false,6.7,false,false,66,113,Return to Oz,1985,6163fd7762fe85987e169dd1
true,"Comedy,Family,Fantasy",false,5.7,false,false,66,104,The Santa Clause 2,2002,6163fd7762fe85987e169dd2
true,"Animation,Action,Adventure,Family,Fantasy",false,6.4,false,false,66,80,The Black Cauldron,1985,6163fd7762fe85987e169dd3
true,"Animation,Adventure,Family,Fantasy",false,7.2,false,false,66,76,Tinker Bell and the Legend of the NeverBeast,2014,6163fd7762fe85987e169dd4
true,Comedy,false,6.2,false,false,66,102,The Big Year,2011,6163fd7762fe85987e169dd5
true,"Adventure,Comedy,Family,Romance",false,5.9,false,false,66,167,Around the World in 80 Days,2004,6163fd7762fe85987e169dd6
true,"Action,Adventure,Comedy,Crime,Family,Romance,Sport",false,5.7,false,false,66,105,Herbie Goes to Monte Carlo,1977,6163fd7762fe85987e169dd7
true,"Comedy,Drama,Family",false,6.1,false,false,66,102,3 Men and a Baby,1987,6163fd7762fe85987e169dd8
true,"Comedy,Drama,Family,Music,Musical",false,6.9,false,false,66,103,Lemonade Mouth,2011,6163fd7762fe85987e169dd9
true,"Animation,Adventure,Family,Fantasy",false,6.6,false,false,66,78,Tinker Bell and the Pirate Fairy,2014,6163fd7762fe85987e169dda
true,"Animation,Short,Comedy,Family,Music",false,7.7,false,false,66,4,One Man Band,2005,6163fd7762fe85987e169ddb
true,"Comedy,Family,Sci-Fi",false,5.3,false,false,66,93,Flubber,1997,6163fd7762fe85987e169ddc
true,"Drama,Family,History,Musical",false,6.9,false,false,66,121,Newsies,1992,6163fd7762fe85987e169ddd
true,"Adventure,Comedy,Musical,Romance",false,7.1,false,false,66,146,"Hello, Dolly!",1969,6163fd7762fe85987e169dde
true,"Adventure,Comedy,Family,Fantasy",false,6.7,false,false,66,84,Halloweentown,1998,6163fd7762fe85987e169ddf
true,"Comedy,Family,Music",false,5.6,false,false,66,107,Sister Act 2: Back in the Habit,1993,6163fd7762fe85987e169de0
true,"Horror,Mystery,Thriller",false,5.8,false,false,66,122,Jack,1996,6163fd7762fe85987e169de1
true,"Action,Adventure,Family,Fantasy,Sci-Fi,Thriller",false,5.7,false,false,66,98,Race to Witch Mountain,2009,6163fd7762fe85987e169de2
true,"Animation,Comedy,Family",false,6.5,false,false,66,100,Diary of a Wimpy Kid: Rodrick Rules,2011,6163fd7762fe85987e169de3
true,"Animation,Short,Comedy,Family",false,7.3,false,false,66,5,Maggie Simpson in The Longest Daycare,2012,6163fd7762fe85987e169de4
true,"Animation,Short,Comedy,Family",false,7.5,false,false,66,4,Knick Knack,1989,6163fd7762fe85987e169de5
true,"Animation,Adventure,Comedy,Family",false,5.7,false,false,66,91,Planes,2013,6163fd7762fe85987e169de6
true,"Action,Adventure,Comedy,Family,Romance",false,5.5,false,false,66,92,George of the Jungle,1997,6163fd7762fe85987e169de7
true,"Action,Adventure,Family,Fantasy,Romance",false,6.5,false,false,66,111,Descendants 2,2017,6163fd7762fe85987e169de8
true,"Animation,Comedy,Family,Fantasy,Horror",false,7,false,false,65,68,The Adventures of Ichabod and Mr. Toad,1949,6163fd7762fe85987e169de9
true,"Comedy,Drama,Family,Sport",false,6.6,false,false,65,100,Heavyweights,1995,6163fd7762fe85987e169dea
true,"Animation,Short",false,7.7,false,false,65,7,Destino,2003,6163fd7762fe85987e169deb
true,"Adventure,Comedy,Crime,Family,Musical,Mystery",false,7.2,false,false,65,97,The Great Muppet Caper,1981,6163fd7762fe85987e169dec
true,"Adventure,Comedy,Family",false,5.5,false,false,65,94,Cheaper by the Dozen 2,2005,6163fd7762fe85987e169ded
true,"Comedy,Romance",false,5.8,false,false,65,105,You Again,2010,6163fd7762fe85987e169dee
true,Drama,false,7.8,false,false,65,,Lou,2017,6163fd7762fe85987e169def
true,"Animation,Short,Comedy,Family,Fantasy",false,7.1,false,false,65,4,"Mike's New Car",2002,6163fd7762fe85987e169df0
true,"Comedy,Drama,Musical,Romance,Western",false,7.1,false,false,65,145,Oklahoma!,1955,6163fd7762fe85987e169df1
true,"Adventure,Comedy,Crime,Drama,Family",false,6.2,false,false,65,99,"Baby's Day Out",1994,6163fd7762fe85987e169df2
true,"Animation,Action,Comedy,Family,Musical",false,5.7,false,false,65,79,Mulan II,2004,6163fd7762fe85987e169df3
true,"Comedy,Drama,Family,Music,Musical,Romance",false,5.1,false,false,65,104,High School Musical 2,2007,6163fd7762fe85987e169df4
true,"Animation,Short,Comedy,Family,Romance",false,7.5,false,false,65,5,"Riley's First Date?",2015,6163fd7762fe85987e169df5
true,"Animation,Comedy,Family,Fantasy",false,7.1,false,false,65,66,"Mickey's Once Upon a Christmas",1999,6163fd7762fe85987e169df6
true,"Adventure,Drama,Family,Western",false,7.3,false,false,65,83,Old Yeller,1957,6163fd7762fe85987e169df7
true,"Animation,Comedy,Family",false,6.8,false,false,65,62,Recess: Taking the Fifth Grade,2003,6163fd7762fe85987e169df8
true,"Animation,Comedy,Drama,Family,Sci-Fi",false,6.3,false,false,65,68,Lilo & Stitch 2: Stitch Has a Glitch,2005,6163fd7762fe85987e169df9
true,"Adventure,Family,Fantasy",false,5.6,false,false,65,99,The Nutcracker and the Four Realms,2018,6163fd7762fe85987e169dfa
true,"Animation,Action,Adventure,Comedy,Family,Musical,Sci-Fi",false,7.4,false,false,65,78,Phineas and Ferb: The Movie: Across the 2nd Dimension,2011,6163fd7762fe85987e169dfb
true,"Animation,Short,Adventure,Comedy,Family,Fantasy",false,6.5,false,false,64,9,22 vs. Earth,2021,6163fd7762fe85987e169dfc
true,"Action,Adventure,Family,Fantasy",false,6,false,false,64,120,The Kid Who Would Be King,2019,6163fd7762fe85987e169dfd
true,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",false,5.9,false,false,64,69,The Return of Jafar,1994,6163fd7762fe85987e169dfe
true,"Animation,Short,Action,Comedy,Family",false,6.1,false,false,64,4,"The Simpsons: The Good, the Bart, and the Loki",2021,6163fd7762fe85987e169dff
true,"Action,Adventure,Family,Fantasy,Sci-Fi",false,7,false,false,64,93,Journey to the Center of the Earth,1959,6163fd7762fe85987e169e00
true,"Animation,Action,Comedy,Fantasy,Sci-Fi",false,5.3,false,false,64,80,Marvel Rising: Secret Warriors,2018,6163fd7762fe85987e169e01
true,"Animation,Short,Family",false,7.3,false,false,64,2,Luxo Jr.,1986,6163fd7762fe85987e169e02
true,"Family,Fantasy",false,6.5,false,false,64,89,One Magic Christmas,1985,6163fd7762fe85987e169e03
true,"Animation,Adventure,Family,Fantasy",false,6.9,false,false,64,76,Tinker Bell and the Great Fairy Rescue,2010,6163fd7762fe85987e169e04
true,"Animation,Short,Drama,Family",false,8,false,false,64,9,Kitbull,2019,6163fd7762fe85987e169e05
true,"Animation,Short,Comedy,Family,Musical",false,7.6,false,false,64,8,Steamboat Willie,1928,6163fd7762fe85987e169e06
true,"Adventure,Comedy,Family,Music,Romance",false,5.5,false,false,64,94,The Lizzie McGuire Movie,2003,6163fd7762fe85987e169e07
true,"Drama,Family,Fantasy,Romance",false,6.6,false,false,64,90,Tuck Everlasting,2002,6163fd7762fe85987e169e08
true,"Action,Drama,History,War",false,5.9,false,false,64,125,Red Tails,2012,6163fd7762fe85987e169e09
true,"Documentary,Drama,Music",false,8.4,false,false,64,105,Folklore: The Long Pond Studio Sessions,2020,6163fd7762fe85987e169e0a
true,"Animation,Short,Drama,Family,Musical",false,7.9,false,false,64,7,Us Again,2021,6163fd7762fe85987e169e0b
true,"Comedy,Family,Fantasy,Horror,Mystery",false,5.1,false,false,64,99,The Haunted Mansion,2003,6163fd7762fe85987e169e0c
true,"Comedy,Drama,Family,Sport",false,6,false,false,64,98,Ice Princess,2005,6163fd7762fe85987e169e0d
true,"Comedy,Drama,Family,Music,Musical,Romance",false,4.9,false,false,64,112,High School Musical 3: Senior Year,2008,6163fd7762fe85987e169e0e
true,"Biography,Drama,Romance",false,7.8,false,false,64,120,Jane,2017,6163fd7762fe85987e169e0f
true,"Animation,Short,Comedy,Family,Musical",false,6.9,false,false,64,5,"Boundin'",2003,6163fd7762fe85987e169e10
true,Documentary,false,7.8,false,false,64,104,Oceans,2010,6163fd7762fe85987e169e11
true,"Animation,Short,Comedy,Family,Fantasy",false,7.3,false,false,64,6,Hawaiian Vacation,2011,6163fd7762fe85987e169e12
true,"Comedy,Western",false,6.4,false,false,64,104,The Three Caballeros,1944,6163fd7762fe85987e169e13
true,"Animation,Action,Adventure,Family,Sci-Fi",false,5.4,false,false,63,88,Mars Needs Moms,2011,6163fd7762fe85987e169e14
true,"Animation,Short,Adventure,Comedy,Family,Fantasy",false,7.7,false,false,63,22,Prep & Landing,2009,6163fd7762fe85987e169e15
true,"Animation,Adventure,Comedy,Drama,Family,Musical",false,6.4,false,false,63,77,The Tigger Movie,2000,6163fd7762fe85987e169e16
true,"Comedy,Drama,Family",false,5.6,false,false,63,90,Princess Protection Program,2009,6163fd7762fe85987e169e17
true,"Comedy,Drama,Family",false,7.4,false,false,63,134,Pollyanna,1960,6163fd7762fe85987e169e18
true,"Animation,Drama,Family,Fantasy,Musical",false,6.2,false,false,63,77,"The Little Mermaid: Ariel's Beginning",2008,6163fd7762fe85987e169e19
true,"Animation,Short,Comedy,Family,Fantasy",false,7.1,false,false,63,7,Small Fry,2011,6163fd7762fe85987e169e1a
true,"Action,Sci-Fi",false,6,false,false,63,98,The Black Hole,1979,6163fd7762fe85987e169e1b
true,"Animation,Adventure,Comedy,Family,Fantasy",false,7.4,false,false,63,85,Bears,2014,6163fd7762fe85987e169e1c
true,Comedy,false,6.1,false,false,63,30,Starstruck,2010,6163fd7762fe85987e169e1d
true,"Animation,Action,Adventure,Comedy,Drama,Family,Fantasy,Romance",false,6.5,false,false,63,60,The Wizards Return: Alex vs. Alex,2013,6163fd7762fe85987e169e1e
true,"Animation,Action,Adventure,Comedy,Family,Fantasy,Musical,Sci-Fi,Thriller",false,7.2,false,false,63,86,Phineas and Ferb: The Movie: Candace Against the Universe,2020,6163fd7762fe85987e169e1f
true,"Comedy,Drama,Family,Fantasy",false,6.1,false,false,63,110,Godmothered,2020,6163fd7762fe85987e169e20
true,"Animation,Short,Adventure,Comedy,Family,Fantasy",false,7.8,false,false,63,6,Inner Workings,2016,6163fd7762fe85987e169e21
true,"Animation,Family,Fantasy,Musical,Romance",false,6,false,false,63,74,Cinderella III: A Twist in Time,2007,6163fd7762fe85987e169e22
true,"Animation,Action,Adventure,Comedy,Drama,Family,Fantasy",false,6.2,false,false,63,94,Wizards of Waverly Place: The Movie,2009,6163fd7762fe85987e169e23
true,"Animation,Comedy,Family",false,6.6,false,false,63,82,"Recess: School's Out",2001,6163fd7762fe85987e169e24
true,"Animation,Comedy,Family,Musical,Romance",false,5.8,false,false,63,75,"Kronk's New Groove",2005,6163fd7762fe85987e169e25
true,"Animation,Short,Comedy,Family,Fantasy",false,7.5,false,false,63,7,Partysaurus Rex,2012,6163fd7762fe85987e169e26
true,"Animation,Drama,Family,Fantasy,Musical",false,5.6,false,false,63,75,The Little Mermaid II: Return to the Sea,2000,6163fd7762fe85987e169e27
true,"Comedy,Family,Sport",false,6.5,false,false,63,108,The Love Bug,1968,6163fd7762fe85987e169e28
true,"Action,Comedy,Crime,Family",false,4.5,false,false,62,102,Home Alone 3,1997,6163fd7762fe85987e169e29
true,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",false,5.8,false,false,62,99,Strange Magic,2015,6163fd7762fe85987e169e2a
true,"Adventure,Comedy,Family",false,6.3,false,false,62,95,Flora & Ulysses,2021,6163fd7762fe85987e169e2b
true,"Animation,Comedy,Drama,Family,Music,Musical,Romance",false,5.2,false,false,62,94,Camp Rock,2008,6163fd7762fe85987e169e2c
true,"Animation,Adventure,Comedy,Family,Fantasy,Romance",false,6.2,false,false,62,74,Brother Bear 2,2006,6163fd7762fe85987e169e2d
true,"Drama,Family,Romance",false,7.2,false,false,62,88,"Wild Hearts Can't Be Broken",1991,6163fd7762fe85987e169e2e
true,"Animation,Comedy,Family,Sport",false,6.4,false,false,62,79,An Extremely Goofy Movie,2000,6163fd7762fe85987e169e2f
true,"Comedy,Family,Fantasy,Musical",false,5.9,false,false,62,110,Teen Beach Movie,2013,6163fd7762fe85987e169e30
true,"Action,Adventure,Comedy,Romance,Sci-Fi",false,7.6,false,false,62,110,Howard,2018,6163fd7762fe85987e169e31
true,"Adventure,Family,Fantasy",false,6.5,false,false,62,81,"Halloweentown II: Kalabar's Revenge",2001,6163fd7762fe85987e169e32
true,"Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",false,5.1,false,false,62,88,G-Force,2009,6163fd7762fe85987e169e33
true,"Animation,Adventure,Comedy,Family,Musical,Romance",false,6.4,false,false,62,68,"Mickey, Donald, Goofy: The Three Musketeers",2004,6163fd7762fe85987e169e34
true,"Comedy,Drama,Family,Musical",false,6.7,false,false,62,118,Annie,1999,6163fd7762fe85987e169e35
true,"Action,Adventure,Family,Fantasy,Thriller",false,5.7,false,false,62,114,Mighty Joe Young,1998,6163fd7762fe85987e169e36
true,"Adventure,Family,Fantasy,Sci-Fi",false,4.2,false,false,62,109,A Wrinkle in Time,2018,6163fd7762fe85987e169e37
true,"Animation,Action,Adventure,Family,Fantasy,Romance",false,7.6,false,false,62,52,Miraculous World: Shanghai – The Legend of Ladydragon,2021,6163fd7762fe85987e169e38
true,"Animation,Short,Comedy,Family,Musical",false,7.5,false,false,62,9,Three Little Pigs,1933,6163fd7762fe85987e169e39
true,"Adventure,Comedy,Family,Romance",false,6,false,false,62,88,Homeward Bound II: Lost in San Francisco,1996,6163fd7762fe85987e169e3a
true,"Animation,Adventure,Comedy,Family,Music,Western",false,5.4,false,false,62,76,Home on the Range,2004,6163fd7762fe85987e169e3b
true,"Animation,Adventure,Comedy,Family,Fantasy",false,6,false,false,62,83,Planes: Fire & Rescue,2014,6163fd7762fe85987e169e3c
true,"Animation,Family,Fantasy,Music,Musical",false,6,false,false,62,72,Beauty and the Beast: The Enchanted Christmas,1997,6163fd7762fe85987e169e3d
true,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",false,6.5,false,false,62,73,Fun and Fancy Free,1947,6163fd7762fe85987e169e3e
true,"Animation,Short,Adventure,Comedy,Family,Fantasy,Musical",false,5.6,false,false,62,22,"Olaf's Frozen Adventure",2017,6163fd7762fe85987e169e3f
true,"Comedy,Drama,Family,Romance",false,6.4,false,false,62,94,Geek Charming,2011,6163fd7762fe85987e169e40
true,"Adventure,Family,Fantasy,Romance",false,7.2,false,false,61,93,"Darby O'Gill and the Little People",1959,6163fd7762fe85987e169e41
true,"Animation,Comedy,Family,Fantasy",false,5,false,false,61,80,Garfield,2004,6163fd7762fe85987e169e42
true,"Adventure,Comedy,Family,Fantasy",false,4.8,false,false,61,97,The Santa Clause 3: The Escape Clause,2006,6163fd7762fe85987e169e43
true,"Comedy,Drama,Family",false,6.3,false,false,61,106,Because of Winn-Dixie,2005,6163fd7762fe85987e169e44
true,"Animation,Adventure,Drama,Family,Fantasy,Romance",false,6.1,false,false,61,75,Bambi II,2006,6163fd7762fe85987e169e45
true,"Comedy,Family,Fantasy",false,6.2,false,false,61,82,Halloweentown High,2004,6163fd7762fe85987e169e46
true,"Adventure,Family",false,7,false,false,61,101,The Journey of Natty Gann,1985,6163fd7762fe85987e169e47
true,"Adventure,Family",false,6.9,false,false,61,96,Treasure Island,1950,6163fd7762fe85987e169e48
true,"Animation,Short,Comedy,Family",false,7,false,false,61,5,"Dug's Special Mission",2009,6163fd7762fe85987e169e49
true,"Documentary,Adventure",false,7.5,false,false,61,89,African Cats,2011,6163fd7762fe85987e169e4a
true,"Animation,Action,Adventure,Comedy,Family,Sci-Fi",false,6.4,false,false,61,44,The Lego Star Wars Holiday Special,2020,6163fd7762fe85987e169e4b
true,"Adventure,Family,Fantasy,Mystery,Sci-Fi",false,6.4,false,false,61,97,Escape to Witch Mountain,1975,6163fd7762fe85987e169e4c
true,"Documentary,History",false,7.4,false,false,61,43,Marvel Studios: Assembling a Universe,2014,6163fd7762fe85987e169e4d
true,Documentary,false,7.3,false,false,61,81,Monkey Kingdom,2015,6163fd7762fe85987e169e4e
true,"Biography,Drama,Sport",false,6.8,false,false,61,122,Safety,2020,6163fd7762fe85987e169e4f
true,"Comedy,Drama,Family,Music,Romance",false,4.6,false,false,61,102,Hannah Montana: The Movie,2009,6163fd7762fe85987e169e50
true,"Animation,Adventure,Family,Musical,Romance",false,5.8,false,false,61,69,"Lady and the Tramp II: Scamp's Adventure",2001,6163fd7762fe85987e169e51
true,"Animation,Short,Comedy,Family,Sci-Fi",false,6.2,false,false,61,3,Maggie Simpson in The Force Awakens from Its Nap,2021,6163fd7762fe85987e169e52
true,"Animation,Comedy,Family,Fantasy",false,6.5,false,false,61,68,"Mickey's Twice Upon a Christmas",2004,6163fd7762fe85987e169e53
true,"Adventure,Drama,Family",false,6.1,false,false,61,95,Flicka,2006,6163fd7762fe85987e169e54
true,"Action,Comedy,Drama,Family,Sport",false,5.5,false,false,61,104,D3: The Mighty Ducks,1996,6163fd7762fe85987e169e55
true,"Animation,Short,Adventure,Comedy,Family,Fantasy",false,6.9,false,false,61,8,Once Upon a Snowman,2020,6163fd7762fe85987e169e56
true,"Animation,Adventure,Family,Fantasy",false,5.8,false,false,61,72,Return to Never Land,2002,6163fd7762fe85987e169e57
true,"Adventure,Comedy,Family,Romance,Sci-Fi",false,4.9,false,false,61,89,"Honey, I Blew Up the Kid",1992,6163fd7762fe85987e169e58
true,"Animation,Short,Comedy,Family,Horror",false,6.6,false,false,61,7,Mater and the Ghostlight,2006,6163fd7762fe85987e169e59
true,"Comedy,Family,Sci-Fi,Sport",false,6.8,false,false,61,92,The Absent-Minded Professor,1961,6163fd7762fe85987e169e5a
true,"Action,Adventure,Drama,Thriller",false,5.2,false,false,61,117,The Wild,2006,6163fd7762fe85987e169e5b
true,"Adventure,Comedy,Family",false,6.1,false,false,61,96,Camp Nowhere,1994,6163fd7762fe85987e169e5c
true,"Animation,Action,Adventure,Family,Fantasy,Romance",false,7.7,false,false,60,52,"Miraculous World: New York, United HeroeZ",2020,6163fd7762fe85987e169e5d
true,"Action,Adventure,Comedy,Family,Fantasy",false,4.9,false,false,60,99,Secret Society of Second Born Royals,2020,6163fd7762fe85987e169e5e
true,"Animation,Short,Drama,Family,Fantasy",false,7.3,false,false,60,7,Float,2019,6163fd7762fe85987e169e5f
true,"Comedy,Drama,Family",false,5.5,false,false,60,101,Cadet Kelly,2002,6163fd7762fe85987e169e60
true,"Animation,Adventure,Comedy,Family,Sci-Fi",false,6.2,false,false,60,60,Stitch! The Movie,2003,6163fd7762fe85987e169e61
true,"Adventure,Family,Fantasy,Sci-Fi",false,4.2,false,false,60,95,Artemis Fowl,2020,6163fd7762fe85987e169e62
true,"Comedy,Family,Music,Musical,Romance",false,5.3,false,false,60,97,Camp Rock 2: The Final Jam,2010,6163fd7762fe85987e169e63
true,"Documentary,History",false,7.2,false,false,60,83,Born in China,2016,6163fd7762fe85987e169e64
true,"Animation,Adventure,Comedy,Family,War",false,5.5,false,false,60,76,Valiant,2005,6163fd7762fe85987e169e65
true,"Drama,Family,Sport",false,6.5,false,false,60,85,Cloud 9,2014,6163fd7762fe85987e169e66
true,"Adventure,Comedy,Family",false,4.9,false,false,60,100,102 Dalmatians,2000,6163fd7762fe85987e169e67
true,"Comedy,Drama,Family,Fantasy",false,5.8,false,false,60,86,Twitches,2005,6163fd7762fe85987e169e68
true,"Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",false,7.2,false,false,60,71,Kim Possible: So the Drama,2005,6163fd7762fe85987e169e69
true,"Comedy,Family",false,5.2,false,false,60,105,Jungle 2 Jungle,1997,6163fd7762fe85987e169e6a
true,"Animation,Family,Fantasy,Romance",false,5,false,false,60,73,Cinderella II: Dreams Come True,2002,6163fd7762fe85987e169e6b
true,"Animation,Adventure,Comedy,Family",false,5,false,false,60,82,Garfield: A Tail of Two Kitties,2006,6163fd7762fe85987e169e6c
true,Documentary,false,7.6,false,false,60,86,Waking Sleeping Beauty,2009,6163fd7762fe85987e169e6d
true,"Drama,Music",false,7.5,false,false,60,121,Clouds,2020,6163fd7762fe85987e169e6e
true,"Comedy,Family,Fantasy",false,6.4,false,false,59,100,Magic Camp,2020,6163fd7762fe85987e169e6f
true,"Family,Fantasy,Musical",false,6.1,false,false,59,104,Teen Beach 2,2015,6163fd7762fe85987e169e70
true,"Comedy,Drama,Family,Romance",false,5.5,false,false,59,104,3 Men and a Little Lady,1990,6163fd7762fe85987e169e71
true,"Family,Musical,Romance",false,6.3,false,false,59,94,Z-O-M-B-I-E-S,2018,6163fd7762fe85987e169e72
true,"Documentary,Animation,Adventure,Comedy,Family",false,5.2,false,false,59,87,Walking with Dinosaurs,2013,6163fd7762fe85987e169e73
true,"Comedy,Crime,Family",false,5.3,false,false,59,93,Blank Check,1994,6163fd7762fe85987e169e74
true,"Animation,Adventure,Comedy,Family,Musical",false,7.1,false,false,59,76,"Pooh's Grand Adventure: The Search for Christopher Robin",1997,6163fd7762fe85987e169e75
true,"Animation,Short,Action,Adventure,Comedy,Family,Sci-Fi",false,7.2,false,false,59,5,Auntie Edna,2018,6163fd7762fe85987e169e76
true,"Comedy,Family,Fantasy",false,6.9,false,false,59,106,"Blackbeard's Ghost",1968,6163fd7762fe85987e169e77
true,"Animation,Short,Comedy,Family",false,7.1,false,false,59,11,Your Friend the Rat,2007,6163fd7762fe85987e169e78
true,"Adventure,Comedy,Family,Sci-Fi",false,6.4,false,false,59,97,Zenon: Girl of the 21st Century,1999,6163fd7762fe85987e169e79
true,"Animation,Short,Family,Fantasy",false,6.5,false,false,59,5,Tin Toy,1988,6163fd7762fe85987e169e7a
true,"Animation,Action,Adventure,Comedy,Drama,Family,Fantasy,Sci-Fi",false,5.1,false,false,59,70,"Atlantis: Milo's Return",2003,6163fd7762fe85987e169e7b
true,"Animation,Adventure,Drama,Family,Musical,Romance",false,4.9,false,false,59,72,Pocahontas II: Journey to a New World,1998,6163fd7762fe85987e169e7c
true,"Drama,Family,Music",false,6.5,false,false,59,104,Let It Shine,2012,6163fd7762fe85987e169e7d
true,"Animation,Action,Adventure,Comedy,Drama,Family,Fantasy,Musical",false,6.6,false,false,59,21,Tangled: Before Ever After,2017,6163fd7762fe85987e169e7e
true,"Animation,Short,Adventure,Comedy,Family",false,5.9,false,false,59,25,Ice Age: The Great Egg-Scapade,2016,6163fd7762fe85987e169e7f
true,"Documentary,Family",false,7.2,false,false,59,78,Chimpanzee,2012,6163fd7762fe85987e169e80
true,"Comedy,Family,Western",false,6.4,false,false,59,100,The Apple Dumpling Gang,1975,6163fd7762fe85987e169e81
true,"Animation,Comedy,Family",false,6.9,false,false,59,74,The Reluctant Dragon,1941,6163fd7762fe85987e169e82
true,"Drama,Family,Fantasy",false,5.8,false,false,59,90,Avalon High,2011,6163fd7762fe85987e169e83
true,"Animation,Short,Adventure,Comedy,Family,Fantasy,Music",false,6.1,false,false,59,42,Saludos Amigos,1942,6163fd7762fe85987e169e84
true,"Animation,Short,Comedy,Family,Music",false,7.9,false,false,59,9,The Band Concert,1935,6163fd7762fe85987e169e85
true,"Animation,Action,Adventure,Comedy,Drama,Family,Sci-Fi",false,6.2,false,false,58,73,Leroy & Stitch,2006,6163fd7762fe85987e169e86
true,"Game-Show,Reality-TV",false,6.3,false,false,58,45,12 Dates of Christmas,2011,6163fd7762fe85987e169e87
true,"Family,Fantasy,Horror",false,6.9,false,false,58,100,"Don't Look Under the Bed",1999,6163fd7762fe85987e169e88
true,"Animation,Action,Comedy,Family,Musical,Sci-Fi",false,8.2,false,false,58,51,Phineas and Ferb: Star Wars,2014,6163fd7762fe85987e169e89
true,"Comedy,Family,Musical,Romance",false,6.7,false,false,58,141,The Happiest Millionaire,1967,6163fd7762fe85987e169e8a
true,"Comedy,Drama,Family",false,6.4,false,false,58,90,"Good Luck Charlie, It's Christmas!",2011,6163fd7762fe85987e169e8b
true,"Drama,Family,Romance",false,5.5,false,false,58,84,"I'll Be Home for Christmas",1998,6163fd7762fe85987e169e8c
true,"Action,Adventure,Comedy,Family,Sci-Fi",false,5,false,false,58,74,"Honey, We Shrunk Ourselves",1997,6163fd7762fe85987e169e8d
true,"Animation,Short,Adventure,Comedy,Family",false,8,false,false,58,8,"Mickey's Trailer",1938,6163fd7762fe85987e169e8e
true,"Adventure,Comedy,Drama,Family,Fantasy,Sport",false,6.2,false,false,58,86,The Luck of the Irish,2001,6163fd7762fe85987e169e8f
true,"Adventure,Family,Fantasy",false,5.5,false,false,58,81,Return to Halloweentown,2006,6163fd7762fe85987e169e90
true,"Adventure,Comedy,Drama,Family",false,6.8,false,false,58,101,Candleshoe,1977,6163fd7762fe85987e169e91
