Genres,IMDb,Netflix,Rotten Tomatoes,Title,Year,_id
"Comedy,Drama,Fantasy",6.3,true,58,The Man Without Gravity,2019,6163f0ed62fe85987e156ffd
Comedy,6.9,true,58,Deon Cole: Cole Hearted,2019,6163f0ed62fe85987e157008
"Drama,Romance",7.4,true,58,"Hello, Love, Goodbye",2019,6163f0ed62fe85987e15700a
"Biography,Drama,Mystery",6.4,true,57,Memories of a Teenager,2019,6163f0ed62fe85987e15701c
Documentary,7.4,true,57,The Black Godfather,2019,6163f0ed62fe85987e15701f
"Action,Crime,Drama,Thriller",5.7,true,57,Point Blank,2019,6163f0ed62fe85987e157031
Comedy,7.1,true,57,Aykut Enişte,2019,6163f0ed62fe85987e157032
"Comedy,Family,Fantasy,Music,Romance",5.3,true,57,A Cinderella Story: Christmas Wish,2019,6163f0ed62fe85987e157037
Comedy,5.9,true,57,Ready to Mingle,2019,6163f0ed62fe85987e157038
"Drama,Horror,Mystery",4.6,true,57,Girl on the Third Floor,2019,6163f0ed62fe85987e15703b
"Horror,Mystery,Thriller",6.3,true,57,Svaha: The Sixth Finger,2019,6163f0ed62fe85987e157053
Sci-Fi,4.5,true,57,3022,2019,6163f0ed62fe85987e15705c
"Animation,Adventure,Comedy,Family,Music",5.9,true,57,Dog Gone Trouble,2019,6163f0ed62fe85987e15706d
Biography,6.1,true,57,Kardec,2019,6163f0ed62fe85987e15706f
"Comedy,Drama,Family,Romance",5.2,true,57,Tall Girl,2019,6163f0ed62fe85987e157072
"Drama,Romance",6.8,true,56,Alone/Together,2019,6163f0ed62fe85987e157073
"Action,Comedy",7.4,true,56,Mard Ko Dard Nahi Hota,2019,6163f0ed62fe85987e157075
"Horror,Thriller",6,true,56,122,2019,6163f0ed62fe85987e157078
"Documentary,Short",7.4,true,56,The Irishman: In Conversation,2019,6163f0ed62fe85987e157082
Documentary,8.8,true,56,Rubaru Roshni,2019,6163f0ed62fe85987e157091
Comedy,7.3,true,56,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019,6163f0ed62fe85987e1570a2
"Comedy,Drama",6.4,true,56,School Life,2019,6163f0ed62fe85987e1570bc
"Family,Romance",5.4,true,56,A Christmas Prince: The Royal Baby,2019,6163f0ed62fe85987e1570c3
"Documentary,Biography",7.1,true,56,"El Pepe, A Supreme Life",2019,6163f0ed62fe85987e1570c7
Comedy,5.2,true,56,Amy Schumer: Growing,2019,6163f0ed62fe85987e1570c9
